vendor,display_name,official_website_status,official_website_url,sample_sku,search_url_template,search_result_mode,search_transport,search_parameter_name,platform_family,search_family,search_entry_mode,runtime_preference,http_search_allowed,browser_required,blocking_risk,verification_level,template_status,confidence_bucket,resolver_hint,product_fetch_mode,interaction_strategy,search_term_strategy,search_term_fallbacks,direct_url_sufficient,search_entry_url,search_container_selector,search_input_selector,search_submit_selector,result_container_selector,result_link_selector,result_match_mode,api_request_url_template,api_response_collection,api_result_id_field,api_result_sku_field,product_url_template,product_extraction_priority,media_strategy,notes
S&S Diesel Motorsport,S&S Diesel Motorsport,confirmed,https://ssdiesel.com/,SSDM-67F-DCR-1,https://ssdiesel.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_wordpress_search_validation,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
SCT,SCT,confirmed,https://sctflash.com/,SCT-9817,https://sctflash.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Skyjacker Suspension,Skyjacker Suspension,confirmed,https://skyjacker.com/,SKY-D25,https://skyjacker.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form_with_playwright,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
sPOD,sPOD Switch Pods,confirmed,https://www.4x4spod.com/,,https://4x4spod.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Sprint Booster,Sprint Booster,confirmed,https://www.sprintboosterusa.com/,SBDO1003S,https://www.sprintboosterusa.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
SpynTec Industries,SpynTec Industries,confirmed,https://spyntec.com/,SAST-D09S,https://spyntec.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_wordpress_search_validation,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
SuperSprings,SuperSprings,confirmed,https://superspringsinternational.com/,SS-SSA22,https://superspringsinternational.com/?s={sku}&id=5023383376,search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Switch-Pros,Switch-Pros,confirmed,https://www.switchpros.com/,SP-SP9100BEZEL,https://www.switchpros.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form_with_playwright,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Trigger Wireless Accessory Controller,Trigger Wireless Accessory Controller,confirmed,https://triggercontroller.com/,AAC-2100,https://triggercontroller.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Tuffy Security,Tuffy Security,confirmed,https://tuffyproducts.com/,TFY-354-01,https://tuffyproducts.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Turbosmart,Turbosmart,confirmed,https://www.turbosmart.com/,TS-0304-1002,https://www.turbosmart.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Valair Clutch,Valair Clutch,confirmed,https://valairinc.com/,V-2130,https://valairinc.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,probed,probed,medium,common_template_probe,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Weigh Safe,Weigh Safe,confirmed,https://www.weigh-safe.com/,WSF-WS05,https://www.weigh-safe.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Expedition One,Expedition One,probable,https://www.expeditiononestore.com/,EXP1-FORDSD-17-FB-PC,https://www.expeditiononestore.com/search.asp?keyword={sku},search_results,GET,keyword,3dcart_like,searchasp_keyword,catalog_or_storefront_search,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,identity,,no,https://www.expeditiononestore.com/search.asp?keyword={sku},,,,,a[href*='_p_'],first_result,,,,,,jsonld>embedded_state>dom,gallery_scope_only,PARKED: search.asp JS-rendered; search_quick.asp API works but name/description-based only; EXP1 SKU codes do not map to their product name index. | PARKED: search.asp is JS-rendered (HTTP returns empty results). search_quick.asp AJAX API works with cookie sessions but indexes by product name only — EXP1 SKU codes (FORDSD-17-FB-PC etc.) do not match their product name index. Category pages statically render _p_ URLs. Needs custom name-based search term derivation from SKU segments.
PMF Suspension,PMF Suspension,confirmed,https://www.pmfsuspension.com/,PMF-FRD-5004,https://www.pmfsuspension.com/search.asp?keyword={sku},search_results,GET,keyword,3dcart_like,searchasp_keyword,catalog_or_storefront_search,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_results_page_clickthrough,http_first,results_page_clickthrough,drop_first_dash_token,identity,no,https://www.pmfsuspension.com/search.asp?keyword={sku},,,,,a[href*='_p_'],first_result,,,,,,jsonld>embedded_state>dom,gallery_scope_only,"Known results-page search route; direct fetch is currently blocked here by Cloudflare 403, but first result is typically the target product. | pmfsuspension.com is OSCommerce-style ASP. Product URLs follow /{title}_p_{id}.html pattern. Prior probe showed identity 1/2 with _p_170.html result. Strip PMF- prefix before search."
ADS Shocks,ADS Shocks,probable,https://www.adsshocks.com/,ADS-100ADS-10084,https://www.adsshocks.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Anvil Off-Road,Anvil Off-Road,probable,https://www.anviloffroad.ca/,AOR-2791AOR,https://www.holley.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_parent_brand_holley_search,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Anvil Off-Road uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
ARB,ARB,confirmed,https://arbusa.com/,ARB-AR09,https://store.arbusa.com/search.php?search_query={sku},search_results,GET,q,custom,bigcommerce_search_php_query,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
ARP Bolts,ARP Bolts,probable,https://arp-bolts.com/,ARP-230-4201,https://arp-bolts.com/,custom_search,GET,,custom,custom_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,review,custom,review,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
ATI Performance Products,ATI Performance Products,confirmed,https://www.atiracing.com/,ATI-917365,https://atiracing.com/search-results.htm?cx=017413898382317320130:lggw7qy_yqk&cof=FORID:11&q={sku},custom_search,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,review,probable,review,manual_user_seed + html_form_detection,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
B&M Shifters,B&M Shifters,probable,https://www.bmracing.com/,BM-45199,https://www.holley.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,inferred_parent_brand_holley_search,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Inferred from live browser redirect: bmracing.com resolves onto a Holley-hosted brand page. Using Holley search route https://www.holley.com/search/?q={sku}.
Baer Brake Systems,Baer Brake Systems,probable,https://www.baer.com/,BAER-2141023-2,https://www.baer.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
BD-Power,BD-Power,confirmed,https://us.bddiesel.com/,BD-1027144,https://us.bddiesel.com/search?q={sku},search_results,GET,q,custom,generic_q_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,shopify_suggest_json,drop_first_dash_token,,,,,,,,,,https://us.bddiesel.com/search/suggest.json?q={sku}&resources[type]=product&resources[limit]=5,,,,,jsonld>embedded_state>dom,gallery_scope_only,
BMC Lights,BMC Lights,probable,https://bmclights.com/,BMC-RAM-250-HB-RGD-STD,https://bmclights.com/shop-for-bmc-kits/ols/search?keywords={sku},search_results,GET,keywords,custom,generic_keyword_search,direct_query_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search route: https://bmclights.com/shop-for-bmc-kits/ols/search?keywords={sku}.
Borgeson,Borgeson,probable,https://www.borgeson.com/,BG-800123,https://www.borgeson.com/?target=search&mode=search&substring={sku}&including=all,search_results,GET,substring,custom,substring_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,identity,,yes,https://www.borgeson.com/,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search URL from site search UI. Existing note: Search returned no results | Use exact SKU as-is on the X-Cart substring search URL. The search results page returns extractable product data without needing to click a result link.
BorgWarner,BorgWarner,confirmed,https://www.borgwarner.com/home,BW-179425,https://www.borgwarner.com/search?indexCatalogue=default&searchQuery={sku}&wordsMode=0,search_results,GET,searchQuery,custom,custom_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Camburg Suspension,Camburg Suspension,probable,https://www.suspensionlifts.com/brand/camburg/,CAM-030061,https://www.suspensionlifts.com/?post_type=product&s={sku}&asp_active=1&p_asid=1&p_asp_data=1&filters_initial=1&filters_changed=0&qtranslate_lang=0&woo_currency=USD&current_page_id=701,search_results,GET,s,custom,custom_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,.com tld; 1 vendor token hit(s); vendor key present in result text; deep path candidate
Cummins Diesel Parts,Cummins Diesel Parts,probable,https://parts.cummins.com/esn-entry/main,DPP-12VB,https://parts.cummins.com/global-search/main/{sku},search_results,GET,,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Dana / Spicer,Dana / Spicer,probable,https://www.dana.com/,SPICER-SPL55-3X,https://www.dana.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Dipaco DTech Diesel Parts,Dipaco DTech Diesel Parts,probable,https://usdieselparts.com/,DT-650017,https://usdieselparts.com/search.php?search_query={sku},search_results,GET,query,custom,bigcommerce_search_php_query,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Dynomite Diesel,Dynomite Diesel,probable,https://dynomitediesel.com/,DDP305-50NZ,https://dynomitediesel.com/search?type=product&q={sku},search_results,GET,q,custom,shopify_product_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,results_page_clickthrough,identity,,no,https://dynomitediesel.com/,,,,body search results page,a[href*='/products/'],first_result,,,,,,jsonld>embedded_state>dom,gallery_scope_only,"March 14, 2026 live follow-up: the current Shopify suggest path did not return reliable hits; exact search-page matches only resolved a narrow subset such as DDP305-50NZ and DDPLB7-50NZ while many package SKUs still missed. Keep out of the shared Shopify-suggest subgroup until a second Shopify subfamily or vendor-specific rule is defined. | Treat Dynomite as a separate Shopify-family clickthrough rule: search exact SKU on the results page, click the first /products/ result, then confirm on the detail page."
Edge Products,Edge Products,probable,https://www.edgeproducts.com/,EDG-28405,https://www.edgeproducts.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
Empire Performance Engineering,Empire Performance Engineering,probable,https://empireperformance.com.au/,,https://empireperformance.com.au/search?type=product&q={sku},search_results,GET,q,custom,shopify_product_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,shopify_suggest_json,identity,drop_restock_suffix,no,https://empireperformance.com.au/,,,,,,,"https://empireperformance.com.au/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,"Captured by live browser submit on vendor site using generic probe query. Search UI resolved to https://empireperformance.com.au/search?type=product&q={sku}. | Use Shopify suggest JSON first. Try the full vendor SKU exactly, then retry without a trailing RESTOCK suffix when present."
Fairchild Industries,Fairchild Industries,probable,https://fairchildindustries.com/,FI-F3019,https://fairchildindustries.com/search/{sku}/,search_results,GET,,custom,custom_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Fender Gripper,Fender Gripper,probable,https://www.holley.com/brands/fender_gripper/,FND-FG2001,https://www.holley.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_parent_brand_holley_search,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Fender Gripper uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
Ford Motor Company,Ford Motor Company,probable,https://corporate.ford.com/about/brands/,FA-1757,https://www.ford.com/search/?f%3AsearchInputString={sku},search_results,GET,f:searchInputString,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search route: https://www.ford.com/search/?f%3AsearchInputString={sku}.
Fumoto Engineering,Fumoto Engineering,confirmed,https://www.fumotousa.com/,F-104,https://www.fumotousa.com/?target=search&mode=search&substring={sku}&including=all,search_results,GET,substring,custom,substring_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,identity,,yes,https://www.fumotousa.com/,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Use exact SKU as-is on the X-Cart substring search URL. No clickthrough needed.
Hays Clutches,Hays Clutches,probable,https://www.holley.com/brands/hays/,HAYS-92D-3000,https://www.holley.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_parent_brand_holley_search,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Hays Clutches uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
HPS Performance,HPS Performance,probable,https://hpsperformanceproducts.com/,HPS-57-2209,https://hpsperformanceproducts.com/search?q={sku},search_results,GET,q,custom,generic_q_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,shopify_suggest_json,drop_first_dash_token,,,,,,,,,,https://hpsperformanceproducts.com/search/suggest.json?q={sku}&resources[type]=product&resources[limit]=5,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search route: https://hpsperformanceproducts.com/pages/search-results-page?q={sku}.
MAHLE,MAHLE,probable,https://www.mahle.com/,MAH-54174,https://www.mahle.com/en/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Mopar | Factory OEM Dodge Ram,Mopar | Factory OEM Dodge Ram,probable,https://www.mopar.com/en-us.html,MOP-52087514,https://www.mopar.com/en-us/search/results.html?search={sku},search_results,GET,search,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
Nitrous Express,Nitrous Express,probable,https://www.nitrousexpress.com/,NX-D1000,https://www.nitrousexpress.com/search.asp?search_prod={sku},search_results,GET,search_prod,custom,product_search_search_prod,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,no,https://www.nitrousexpress.com/search.asp?search_prod={sku},,,,,a[href*='_p_'],first_result,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Searchspring site_id=k5zzdj added to engine registry. drop_first_dash_token strips NX- prefix. Results on nitrousexpress.com. Search page bot-challenge bypassed via Searchspring API. | Searchspring site_id=k5zzdj registered in engine. drop_first_dash_token strips NX- prefix (NX-20421 -> 20421 matches bgfilter.sku exactly). Numeric NX SKUs resolve via Searchspring. NXD-prefix diesel SKUs break bgfilter.ss_sku — avoid as test samples.
Proforged,Proforged Steering & Suspension,probable,https://proforged.com/,PROF-104-10966,https://proforged.com/search.php?search_query={sku},search_results,GET,query,custom,bigcommerce_search_php_query,custom_route_template,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_user_seed,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
Prothane,Prothane,probable,https://prothane.com/,PRTH-7-141,https://prothane.com/?post_type=product&product_cat=&s={sku},search_results,GET,s,custom,wordpress_s_query,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Realtruck Superlift Suspension,RealTruck SuperLift Suspension,confirmed,https://realtruck.com/b/superlift/,RT-146,https://realtruck.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
RetroBright LED,RetroBright LED,probable,https://www.holley.com/brands/holley_retrobright/,RB-LFRB130,https://www.holley.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,manual_parent_brand_holley_search,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,RetroBright LED uses Holley search. Confirmed manual search route: https://www.holley.com/search/?q={sku}.
RockJock,RockJock,confirmed,https://www.rockjock4x4.com/,RJ-CE-9114,https://www.rockjock4x4.com/search?keywords={sku},search_results,GET,keywords,custom,generic_keyword_search,direct_query_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Sinister Diesel,Sinister Diesel,confirmed,https://sinisterdiesel.com/,SD-OC-6.0,https://sinisterdiesel.com/mm5/merchant.mvc?Screen=SRCH&Search={sku},search_results,GET,Search,custom,path_or_query_search,custom_route_template,browser_first,yes,no,low,verified,confirmed,high,manual_form_action_validation,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Snow Performance,Snow Performance,confirmed,https://www.snowperformance.net/,SP-430,https://www.snowperformance.net/search.asp?search_prod={sku},search_results,GET,search_prod,custom,product_search_search_prod,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,drop_first_dash_token,,no,https://www.snowperformance.net/search.asp?search_prod={sku},,,,,a[href*='_p_'],first_result,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Searchspring site_id=k5zzdj added to engine registry. drop_first_dash_token strips SP- prefix (SP-430 -> 430). Results point to nitrousexpress.com product pages which are directly accessible. | Searchspring site_id=k5zzdj registered. drop_first_dash_token strips SP- prefix; numeric SKUs (430 325) match bgfilter.sku directly. SP-40016 has SNO- prefix in Searchspring catalog causing ss_sku false positives — use numeric-only SP SKUs.
SSBC-USA,SSBC-USA,confirmed,https://ssbc-usa.com/,SSBC-10126,https://ssbc-usa.com/search?type=product&q={sku},search_results,GET,q,custom,shopify_product_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,shopify_suggest_json,drop_first_dash_token,,no,https://ssbc-usa.com/,,,,,,,"https://ssbc-usa.com/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,Use Shopify suggest JSON first and strip the leading vendor token from the SKU before search.
Superchips,Superchips,probable,https://superchips.com/,SC-1545,https://www.holley.com/search/?q={sku},search_results,GET,q,custom,path_or_query_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,inferred_parent_brand_holley_search,http_first,results_page_clickthrough,drop_first_dash_token,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Inferred from live browser redirect: superchips.com resolves onto a Holley-hosted brand page. Using Holley search route https://www.holley.com/search/?q={sku}.
Suspension MAXX,Suspension MAXX,confirmed,https://suspensionmaxx.com/,SMX-2535,https://suspensionmaxx.com/catalog?search_api_fulltext={sku},search_results,GET,search_api_fulltext,custom,drupal_search_api,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Synapse Auto,Synapse Auto,probable,https://synapseauto.com/,SYNA-S79-L5P1,https://synapseauto.com/filterSearch?advs=true&cid=0&mid=0&vid=0&q={sku}&sid=true&isc=true&orderBy=0,search_results,GET,q,custom,custom_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Synergy Manufacturing,Synergy Manufacturing,confirmed,https://www.synergymfg.com/,SYN-8581,https://www.synergymfg.com/?target=search&mode=search&substring={sku},search_results,GET,substring,custom,substring_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,results_page_clickthrough,identity,,yes,https://www.synergymfg.com/,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Use exact SKU as-is on the X-Cart substring search URL. No clickthrough needed.
Turbo Time USA,Turbo Time USA,confirmed,https://turbotimeusa.com/,TTP-LB-VGT-60,https://turbotimeusa.com/search?type=product%2Carticle%2Cpage&q={sku},search_results,GET,q,custom,shopify_product_search,custom_route_template,http_first_with_browser_fallback,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,shopify_suggest_json,drop_first_dash_token,,no,https://turbotimeusa.com/,,,,,,,"https://turbotimeusa.com/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,Use Shopify suggest JSON first and strip the leading vendor token from the SKU before search.
Auto Meter,Auto Meter,probable,https://www.autometer.com/,AM-8586,https://www.autometer.com/catalogsearch/result?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,"Manual note: appending SKU lands on a 0-results page, waits a few seconds, then refreshes into the product page. Existing note: search-template fetch error: HTTP Error 403: Forbidden"
KC HiLiTES,KC HiLiTES,probable,https://www.kchilites.com/,KC-490,https://www.kchilites.com/catalogsearch/result/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed by manual site search flow: search 123 on site and record resulting URL. Existing note: search-template fetch error: HTTP Error 403: Forbidden
Airaid,Airaid,probable,https://www.airaid.com/,AIR-300-128,https://www.airaid.com/search/{sku},search_results,GET,,wordpress_like,wordpress_search_path,custom_route_template,http_first_with_browser_fallback,yes,no,medium,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Path-style search URL confirmed manually from site search UI. Existing note: search-template fetch error: HTTP Error 403: Forbidden
