alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
4 stainless cat back exhaust,\b(?:4\s+stainless\s+cat\s+back\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-04 Dodge 5.9L Cummins | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-05 Powerstroke 6.0L Excursion | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-07 Ford 6.0L Powerstroke"
4 stainless dpf back exhaust,\b(?:4\s+stainless\s+dpf\s+back\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,2,1,"AFE MACH Force XP 4"" Stainless DPF Back Exhaust 07.5-10 GM 6.6L Duramax LMM | AFE MACH Force XP 4"" Stainless DPF Back Exhaust 07.5-12 Dodge 6.7L Cummins | AFE MACH Force XP 4"" Stainless DPF Back Exhaust 08-10 Ford 6.4L Powerstroke"
5 coil spring leveling kit,\b(?:5\s+coil\s+spring\s+leveling\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,2,1,"MaxTrac 2.5"" Coil Spring Leveling Kit With Shocks 23-24 Ford 6.7L Powerstroke 4WD | ReadyLIFT 2.5"" Coil Spring Leveling Kit w/ Bilstein 5100 Front & Rear Shocks 17-19 Ford SuperDuty | ReadyLIFT 46-19120 1.5"" Coil Spring Leveling Kit 19-23 Ram 2500/3500 4WD"
5 leveling king pintop 2,\b(?:5\s+leveling\s+king\s+pintop\s+2)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 05-07 Ford 6.0L Powerstroke | Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 08-10 Ford 6.4L Powerstroke | Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 11-16 Ford 6.7L Powerstroke"
5 lift eventure suspension system,\b(?:5\s+lift\s+eventure\s+suspension\s+system)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"Carli 2.5"" Lift E-Venture Suspension System 17-19 Ford 6.7L Powerstroke | Carli 3.5"" Lift E-Venture Suspension System 20-22 Ford 6.7L Powerstroke | Carli 3.5"" Lift E-Venture Suspension System 23-26 Ford 6.7L Powerstroke"
60 gallon replacement fuel tank,\b(?:60\s+gallon\s+replacement\s+fuel\s+tank)\b,Fuel Related,Fuel Related,Fuel Tanks,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,S&B 60 Gallon Replacement Fuel Tank 05-12 Ram 5.9L / 6.7L Cummins Crew Cab Long Bed | S&B 60 Gallon Replacement Fuel Tank 08-10 Ford 6.4L Powerstroke Crew Cab Short Bed | S&B 60 Gallon Replacement Fuel Tank 13-23 Ram 6.7L Cummins Crew Cab Long Bed
8volt mechanical fuel pressure gauge,\b(?:8volt\s+mechanical\s+fuel\s+pressure\s+gauge)\b,Gauges,Gauges,Fuel Pressure Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 3.8-Volt Mechanical Fuel Pressure Gauge R12000-Style 01-06 GM Duramax | Isspro EV2 3.8-Volt Mechanical Fuel Pressure Gauge R14000-Style 03-09 Dodge Ram | Isspro EV2 3.8-volt Mechanical Fuel Pressure Gauge R19000-Style 03-09 Dodge Ram 2500 / 3500
adventure series ifp front gas,\b(?:adventure\s+series\s+ifp\s+front\s+gas)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,FOX 2.0 Adventure Series IFP Front Gas Shock 05-16 Ford SuperDuty | FOX 2.0 Adventure Series IFP Front Gas Shock 11-19 GM 2500HD/3500 | FOX 2.0 Adventure Series IFP Front Gas Shock 14-24 Ram 2500 | 13-24 Ram 3500
agent 3 by kory willis,\b(?:agent\s+3\s+by\s+kory\s+willis)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,6,6,1.0,0.4512,1,1,EZ LYNK Auto Agent 3 by Kory Willis of PPEI 10-12 Dodge 6.7L Cummins | EZ LYNK Auto Agent 3 by Kory Willis of PPEI 11-14 Ford 6.7L Powerstroke | EZ LYNK Auto Agent 3 by Kory Willis of PPEI 11-16 GM 6.6L Duramax LML
aluminized turbo back single outlet,\b(?:aluminized\s+turbo\s+back\s+single\s+outlet)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"Diamond Eye 4"" Aluminized Turbo Back Single Outlet Exhaust 00-03 7.3L Ford F-450 Powerstroke | Diamond Eye 4"" Aluminized Turbo Back Single Outlet Exhaust 00-03 7.3L Ford Powerstroke | Diamond Eye 4"" Aluminized Turbo Back Single Outlet Exhaust 89-93 Dodge 5.9L Cummins 2WD K4209A"
and slotted front brake rotor,\b(?:and\s+slotted\s+front\s+brake\s+rotor)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 09-18 Ram HD
and slotted rear brake rotor,\b(?:and\s+slotted\s+rear\s+brake\s+rotor)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 09-18 Ram HD
auto agent 3 by kory,\b(?:auto\s+agent\s+3\s+by\s+kory)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,6,6,1.0,0.4512,1,1,EZ LYNK Auto Agent 3 by Kory Willis of PPEI 10-12 Dodge 6.7L Cummins | EZ LYNK Auto Agent 3 by Kory Willis of PPEI 11-14 Ford 6.7L Powerstroke | EZ LYNK Auto Agent 3 by Kory Willis of PPEI 11-16 GM 6.6L Duramax LML
axle temperature gauge and sensor,\b(?:axle\s+temperature\s+gauge\s+and\s+sensor)\b,Gauges,Gauges,Axle Temperature Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Front Axle Temperature Gauge And Sensor 100-280°F R14000-Style | Isspro EV2 Electronic Front Axle Temperature Gauge And Sensor 100-280°F R42000-Style | Isspro EV2 Electronic Rear Axle Temperature Gauge And Sensor 100-280°F R14000-Style
b8barbarian direct fit front caliper,\b(?:b8barbarian\s+direct\s+fit\s+front\s+caliper)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,6,6,1.0,0.4512,1,1,SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 09-20 Dodge Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Front Caliper Disc Brake Upgrade Kit 13-19 GM 2500HD/3500
b8barbarian direct fit rear caliper,\b(?:b8barbarian\s+direct\s+fit\s+rear\s+caliper)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,6,6,1.0,0.4512,1,1,SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 09-18 Dodge/Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 13-22 Ford F-250/F-350
back pressure gauge and sensor,\b(?:back\s+pressure\s+gauge\s+and\s+sensor)\b,Gauges,Gauges,Drive Pressure Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R14000-Style | Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R17000-Style | Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R30000-Style
bar reverse 7 led light,\b(?:bar\s+reverse\s+7\s+led\s+light)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,6,6,1.0,0.4512,1,1,"Race Sport Lighting Hitch Bar Reverse 7"" LED Light Blacked Out 20-23 Jeep Gladiator JT | Race Sport Lighting Hitch Bar Reverse 7"" LED Light Blacked Out Kit 11-16 Ford SuperDuty | Race Sport Lighting Hitch Bar Reverse 7"" LED Light Blacked Out Kit 13-24 Ram 2500"
billet headache rack w integrated,\b(?:billet\s+headache\s+rack\s+w\s+integrated)\b,Bed Accessories,Bed Accessories,Headache Racks,Motor Vehicle Roll Cages & Bars,6,6,1.0,0.4512,1,1,Royalty Core RC88T Billet Headache Rack w/ Integrated Taillights & Dura PODs 07.5-19 GM 6.6L Duramax | Royalty Core RC88T Billet Headache Rack w/ Integrated Taillights & Dura PODs 2020 GM 6.6L Duramax | Royalty Core RC88T Billet Headache Rack w/ Integrated Taillights & Dura PODs 99-07.5 GM 6.6L Duramax
brake rotor and pad kit,\b(?:brake\s+rotor\s+and\s+pad\s+kit)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD
brake rotor and pad kits,\b(?:brake\s+rotor\s+and\s+pad\s+kits)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kits 01-16 GM HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kits 05-12 Ford F250|F350 | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kits 99-04 Ford F250|F350|Excursion
brexhaust directfit oe exhaust kit,\b(?:brexhaust\s+directfit\s+oe\s+exhaust\s+kit)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,Magnaflow BRExhaust Direct-Fit OE Exhaust Kit 01-07 GM 6.6L Duramax | Magnaflow BRExhaust Direct-Fit OE Exhaust Kit 07.5-18 Dogde/Ram 6.7L Cummins | Magnaflow BRExhaust Direct-Fit OE Exhaust Kit 08-23 Ford 6.4L/6.7L Powerstroke
by kory willis of ppei,\b(?:by\s+kory\s+willis\s+of\s+ppei)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,6,6,1.0,0.4512,1,1,EZ LYNK Auto Agent 3 by Kory Willis of PPEI 10-12 Dodge 6.7L Cummins | EZ LYNK Auto Agent 3 by Kory Willis of PPEI 11-14 Ford 6.7L Powerstroke | EZ LYNK Auto Agent 3 by Kory Willis of PPEI 11-16 GM 6.6L Duramax LML
coil spring lift kit with,\b(?:coil\s+spring\s+lift\s+kit\s+with)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"ReadyLIFT 4"" Coil Spring Lift Kit With Falcon Shocks 17-22 Ford 6.7L Powerstroke | ReadyLIFT 4"" Coil Spring Lift Kit With Falcon Shocks 2023 Ford F-250/F-350 6.7L Powerstroke 4WD | ReadyLIFT 4"" Coil Spring Lift Kit With Radius Arms & Dual Steering Stabilizer 23-24 Ford Powerstroke"
cold air intake replacement filter,\b(?:cold\s+air\s+intake\s+replacement\s+filter)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,S&B KF-1006 Cold Air Intake Replacement Filter 99-03 7.3L Ford Powerstroke Kit 75-2530 | S&B KF-1039 Cold Air Intake Replacement Filter 03-07 6.0L Ford Powerstroke | S&B KF-1041 Cold Air Intake Replacement Filter 94-97 7.3L Ford Powerstroke
cp3 common rail injection pump,\b(?:cp3\s+common\s+rail\s+injection\s+pump)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,2,1,BD CP3 Common Rail Injection Pump 01-10 LB7/LLY/LBZ/LMM Duramax | BD CP3 Common Rail Injection Pump Stock Exchange 03-07 Dodge 5.9L Cummins | BD CP3 Common Rail Injection Pump Stock Exchange 07.5-18 Dodge 6.7L Cummins
digitalfit floor liner set 2,\b(?:digitalfit\s+floor\s+liner\s+set\s+2)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,6,6,1.0,0.4512,1,1,WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 07.5-14 Chevy Silverado / GMC Sierra Crew Cab | WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 07.5-14 Chevy Silverado / GMC Sierra Ext Cab | WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 10-12 Dodge Ram Crew Cab 1 Hook
digitalfit floor liner set over,\b(?:digitalfit\s+floor\s+liner\s+set\s+over)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,6,6,1.0,0.4512,1,1,WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Crew | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Ext | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 10-12 Dodge Ram Crew Cab 1 Hook
dimpled and slotted front brake,\b(?:dimpled\s+and\s+slotted\s+front\s+brake)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 09-18 Ram HD
dimpled and slotted rear brake,\b(?:dimpled\s+and\s+slotted\s+rear\s+brake)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 09-18 Ram HD
direct fit rear caliper disc,\b(?:direct\s+fit\s+rear\s+caliper\s+disc)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,6,6,1.0,0.4512,1,1,SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 09-18 Dodge/Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 13-22 Ford F-250/F-350
disc clutch kit with flywheel,\b(?:disc\s+clutch\s+kit\s+with\s+flywheel)\b,Manual Transmission,Manual Transmission,Dual Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,Clutch Masters FX1200 Race Twin Disc Clutch Kit with Flywheel 01-05 Dodge Ram 5.9L Cummins NV5600 | Clutch Masters FX1200 Race Twin Disc Clutch Kit with Flywheel 05.5-18 Dodge 5.9L / 6.7L Cummins | Clutch Masters FX1200 Race Twin Disc Clutch Kit with Flywheel 94-04 Dodge Ram 5.9L Cummins NV4500
drop in high flow replacement,\b(?:drop\s+in\s+high\s+flow\s+replacement)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,K&N 33-2056 Drop In High Flow Replacement Air Filter 94-02 Dodge Ram 5.9L Cummins | K&N 33-2248 Drop In High Flow Replacement Air Filter 99-03 Ford 7.3L Powerstroke | K&N 33-5010 Drop In High Flow Replacement Air Filter 11-16 Ford 6.7L Powerstroke
drv pass side crew cab,\b(?:drv\s+pass\s+side\s+crew\s+cab)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,6,6,1.0,0.4512,1,1,Fairchild Front Outer Belt Weatherstrip Kit | Drv & Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Rear Door Weatherstrip Seal Kit | Drv & Pass Side | Crew Cab | 07.5-13 GM 2500HD/3500 | Fairchild Rear Door Weatherstrip Seals | On Body | Drv & Pass Side | Crew Cab | 99-07 GM 2500HD/3500
electronic exhaust back pressure gauge,\b(?:electronic\s+exhaust\s+back\s+pressure\s+gauge)\b,Gauges,Gauges,Drive Pressure Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R14000-Style | Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R17000-Style | Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R30000-Style
electronic fuel pressure gauge and,\b(?:electronic\s+fuel\s+pressure\s+gauge\s+and)\b,Gauges,Gauges,Fuel Pressure Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Fuel Pressure Gauge And Sensor R14000-Style | Isspro EV2 Electronic Fuel Pressure Gauge And Sensor R17000-Style | Isspro EV2 Electronic Fuel Pressure Gauge And Sensor R30000-Style
ev2 electronic pyrometer gauge and,\b(?:ev2\s+electronic\s+pyrometer\s+gauge\s+and)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R38000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple R14000-Style
ev2 electronic transmission oil temperature,\b(?:ev2\s+electronic\s+transmission\s+oil\s+temperature)\b,Gauges,Gauges,Transmission Temperature Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Transmission Oil Temperature Gauge And Sensor 100-280°F R30000-Style | Isspro EV2 Electronic Transmission Oil Temperature Gauge And Sensor 100-280°F R38000-Style | Isspro EV2 Electronic Transmission Oil Temperature Gauge And Sensor R14000-Style
exhaust back pressure gauge and,\b(?:exhaust\s+back\s+pressure\s+gauge\s+and)\b,Gauges,Gauges,Drive Pressure Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R14000-Style | Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R17000-Style | Isspro EV2 Electronic Exhaust Back Pressure Gauge And Sensor R30000-Style
fit rear caliper disc brake,\b(?:fit\s+rear\s+caliper\s+disc\s+brake)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,6,6,1.0,0.4512,1,1,SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 09-18 Dodge/Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 13-22 Ford F-250/F-350
floor liner set 2 pc,\b(?:floor\s+liner\s+set\s+2\s+pc)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,6,6,1.0,0.4512,1,1,WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 07.5-14 Chevy Silverado / GMC Sierra Crew Cab | WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 07.5-14 Chevy Silverado / GMC Sierra Ext Cab | WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 10-12 Dodge Ram Crew Cab 1 Hook
floor liner set over hump,\b(?:floor\s+liner\s+set\s+over\s+hump)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,6,6,1.0,0.4512,1,1,WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Crew | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Ext | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 10-12 Dodge Ram Crew Cab 1 Hook
for use with 2 receiver,\b(?:for\s+use\s+with\s+2\s+receiver)\b,Hitches,Hitches,,Motor Vehicle Towing,6,6,1.0,0.4512,1,1,"Weigh Safe 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe Black Cerakote 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe Black Cerakote Drop Hitch | Designed for use with 2"" Receiver Hitch"
force xp 4 stainless cat,\b(?:force\s+xp\s+4\s+stainless\s+cat)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-04 Dodge 5.9L Cummins | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-05 Powerstroke 6.0L Excursion | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-07 Ford 6.0L Powerstroke"
front brake rotor and pad,\b(?:front\s+brake\s+rotor\s+and\s+pad)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 09-18 Ram HD
fuel pressure gauge and sensor,\b(?:fuel\s+pressure\s+gauge\s+and\s+sensor)\b,Gauges,Gauges,Fuel Pressure Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 Electronic Fuel Pressure Gauge And Sensor R14000-Style | Isspro EV2 Electronic Fuel Pressure Gauge And Sensor R17000-Style | Isspro EV2 Electronic Fuel Pressure Gauge And Sensor R30000-Style
high flow replacement air filter,\b(?:high\s+flow\s+replacement\s+air\s+filter)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,K&N 33-2056 Drop In High Flow Replacement Air Filter 94-02 Dodge Ram 5.9L Cummins | K&N 33-2248 Drop In High Flow Replacement Air Filter 99-03 Ford 7.3L Powerstroke | K&N 33-5010 Drop In High Flow Replacement Air Filter 11-16 Ford 6.7L Powerstroke
hinges led light pod mounts,\b(?:hinges\s+led\s+light\s+pod\s+mounts)\b,Lighting,Lighting,Auxiliary Light Mounts,Motor Vehicle Frame & Body Parts,6,6,1.0,0.4512,1,1,ZROADZ Z361221 Hood Hinges LED Light Pod Mounts 15-19 Chevy / GMC HD | ZROADZ Z362671 Hood Hinges LED Light Pod Mounts 15-20 Chevy Colorado | ZROADZ Z364521 Hood Hinges LED Light Pod Mounts 09-18 Ram
hitch 2 5 shank extreme,\b(?:hitch\s+2\s+5\s+shank\s+extreme)\b,Hitches,Hitches,,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,"Bulletproof Hitch 2.5"" Shank Extreme Duty 10"" Drop/Rise Hitch | Bulletproof Hitch 2.5"" Shank Extreme Duty 12"" Drop/Rise Hitch | Bulletproof Hitch 2.5"" Shank Extreme Duty 4"" & 6"" Offset Hitch"
hitch 3 0 shank extreme,\b(?:hitch\s+3\s+0\s+shank\s+extreme)\b,Hitches,Hitches,,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,"Bulletproof Hitch 3.0"" Shank Extreme Duty 10"" Drop/Rise Hitch | Bulletproof Hitch 3.0"" Shank Extreme Duty 12"" Drop/Rise Hitch | Bulletproof Hitch 3.0"" Shank Extreme Duty 4"" & 6"" Offset Hitch"
hitch bar reverse 7 led,\b(?:hitch\s+bar\s+reverse\s+7\s+led)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,6,6,1.0,0.4512,1,1,"Race Sport Lighting Hitch Bar Reverse 7"" LED Light Blacked Out 20-23 Jeep Gladiator JT | Race Sport Lighting Hitch Bar Reverse 7"" LED Light Blacked Out Kit 11-16 Ford SuperDuty | Race Sport Lighting Hitch Bar Reverse 7"" LED Light Blacked Out Kit 13-24 Ram 2500"
hood hinges led light pod,\b(?:hood\s+hinges\s+led\s+light\s+pod)\b,Lighting,Lighting,Auxiliary Light Mounts,Motor Vehicle Frame & Body Parts,6,6,1.0,0.4512,1,1,ZROADZ Z361221 Hood Hinges LED Light Pod Mounts 15-19 Chevy / GMC HD | ZROADZ Z362671 Hood Hinges LED Light Pod Mounts 15-20 Chevy Colorado | ZROADZ Z364521 Hood Hinges LED Light Pod Mounts 09-18 Ram
ii5g 220 gph air fuel,\b(?:ii5g\s+220\s+gph\s+air\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,Airdog II-5G 220 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/ In-Tank Pump | Airdog II-5G 220 GPH Air Fuel Separation Lift Pump System 01-10 GM Duramax | Airdog II-5G 220 GPH Air Fuel Separation Lift Pump System 05-18 5.9L / 6.7L Cummins
in high flow replacement air,\b(?:in\s+high\s+flow\s+replacement\s+air)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,K&N 33-2056 Drop In High Flow Replacement Air Filter 94-02 Dodge Ram 5.9L Cummins | K&N 33-2248 Drop In High Flow Replacement Air Filter 99-03 Ford 7.3L Powerstroke | K&N 33-5010 Drop In High Flow Replacement Air Filter 11-16 Ford 6.7L Powerstroke
inlet x 6 outlet x,\b(?:inlet\s+x\s+6\s+outlet\s+x)\b,Exhaust,Exhaust,Tips,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"MBRP T5072BLK 4"" Inlet x 6"" Outlet x 12"" Length Rolled Angle Cut Black Exhaust Tip | MBRP T5075 5"" Inlet x 6"" Outlet x 12"" Length Rolled Angle Cut Polished Stainless Exhaust Tip | MBRP T5125 5"" Inlet x 6"" Outlet x 18"" Length Rolled Angle Cut Polished Stainless Exhaust Tip"
leveling king pintop 2 5,\b(?:leveling\s+king\s+pintop\s+2\s+5)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 05-07 Ford 6.0L Powerstroke | Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 08-10 Ford 6.4L Powerstroke | Carli 2.5"" Leveling KING Pintop 2.5 Suspension System 11-16 Ford 6.7L Powerstroke"
