alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
serpentine belt single alternator,\b(?:serpentine\s+belt\s+single\s+alternator)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Dayco 6PK2990 Serpentine Belt | Single Alternator | 02-05 GM 2500HD/3500 6.6L Duramax LB7/LLY | Dayco 6PK3010 Serpentine Belt | Single Alternator | 02-05 & 11-14 GM 2500HD/3500 6.6L Duramax | Dayco 6PK3018 Serpentine Belt | Single Alternator | 2015 GMC Sierra 2500HD/3500 6.6L Duramax LML
traction bar mounting kit,\b(?:traction\s+bar\s+mounting\s+kit)\b,Suspension & Steering,Suspension & Steering,Traction Bars,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,1,1,BDS Suspension Recoil Traction Bar Mounting Kit 01-10 GM 2500HD/3500 | BDS Suspension Recoil Traction Bar Mounting Kit 03-13 Ram 2500 | 03-18 3500 4WD | BDS Suspension Traction Bar Mounting Kit 11-16 Ford F-250/F350 SuperDuty 4WD Long Bed
75 horsepower injector,\b(?:75\s+horsepower\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,Dynomite Diesel 30% Over 75 Horsepower Injector Nozzle Set 04.5-05 LLY GM Duramax | Dynomite Diesel 30% Over 75 Horsepower Injector Nozzle Set 06-07 LBZ GM Duramax | Dynomite Diesel 30% Over 75 Horsepower Injector Nozzle Set 07.5-10 LMM GM Duramax
air filter universal,\b(?:air\s+filter\s+universal)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,"AFE Magnum Flow Pro 5R / Pro DRY S Air Filter - Universal (4"" ID x 4.5""-6"" L x 6"" W x 7"" H) | AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (4.75""-6.75"" ID x 6.25""-8.25"" L x 5""-7.25"" W x 9"" H)"
air tank kit,\b(?:air\s+tank\s+kit)\b,Suspension & Steering,Suspension & Steering,,Motor Vehicle Parts,9,9,1.0,0.5934,1,1,PacBrake HP10051 AMP 5 Gallon Premium Steel Air Tank Kit | PacBrake HP10093 AMP 2.5 Gallon Basic Steel Air Tank Kit | PacBrake HP10094 AMP 5 Gallon Basic Steel Air Tank Kit
armor plus 5,\b(?:armor\s+plus\s+5)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"MBRP Armor Plus 5"" DPF Back Stainless Exhaust Kit 11-16 Ford 6.7L Powerstroke | MBRP Armor Plus 5"" DPF Back T409 Stainless Exhaust Kit 07.5-12 Dodge 6.7L Cummins | MBRP Armor Plus 5"" Stainless Steel DPF Back Exhaust 17-26 Ford 6.7L Powerstroke"
bd power injector,\b(?:bd\s+power\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,BD Power Injector Install Kit 01-04 GM 6.6L Duramax LB7 | BD Power Injector Install Kit 03-05 Dodge Ram 5.9L Cummins | BD Power Injector Install Kit 06-07 Dodge Ram 5.9L Cummins
cab short bed,\b(?:cab\s+short\s+bed)\b,Fuel Related,Fuel Related,Fuel Tanks,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,S&B 52 Gallon Replacement Fuel Tank 05-23 Ram 5.9L / 6.7L Cummins Crew/Quad Cab Short Bed | S&B 55 Gallon Replacement Fuel Tank 06-24 Ram 5.9L / 6.7L Cummins Mega Cab Short Bed | S&B 56 Gallon Replacement Fuel Tank 11-16 6.7L Ford Powerstroke Crew Cab Short Bed
ddc forged the,\b(?:ddc\s+forged\s+the)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,9,9,1.0,0.5934,1,1,"DDC Forged The Mesh Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Mesh Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Forged The Mesh Polished 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500"
ddc wheels aftermath,\b(?:ddc\s+wheels\s+aftermath)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,9,9,1.0,0.5934,1,1,"DDC Wheels Aftermath 20""x 8.25"" Wheel Set 05-10 F-450 | 15-23 F-450 | 08-24 Ram 4500 Dually | DDC Wheels Aftermath 20""x 8.25"" Wheel Set 05-24 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Wheels Aftermath 20""x 8.25"" Wheel Set 94-18 Ram 3500 | 92-10 GM 3500 Dually"
drive belt tensioner,\b(?:drive\s+belt\s+tensioner)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Dayco Drive Belt Tensioner 02-16 GM 2500HD/3500 6.6L Duramax | Dayco Drive Belt Tensioner 11-17 Ford F-250/F-350/F-450/F-550 6.7L Powerstroke | Dayco Drive Belt Tensioner 16-18 Nissan Titan XD & 03-18 Dodge/Ram Cummins
electronic boost gauge,\b(?:electronic\s+boost\s+gauge)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Boost Gauge #2 And Sensor R42000-Style | Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style
electronic pyrometer gauge,\b(?:electronic\s+pyrometer\s+gauge)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R34000-Style | Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R42000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style
engine gasket set,\b(?:engine\s+gasket\s+set)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,MAHLE CS54657 Lower Engine Gasket Set 08-10 6.4L Ford Powerstroke | MAHLE Full Engine Gasket Set With Cylinder Head Gasket 89-98 Dodge 5.9L Cummins | MAHLE Lower Engine Gasket Set 03-07 Dodge 5.9L Cummins
ev2 electronic boost,\b(?:ev2\s+electronic\s+boost)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Boost Gauge #2 And Sensor R42000-Style | Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style
front overload bumpstop,\b(?:front\s+overload\s+bumpstop)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,1,1,SuperSprings SumoSpring Solo Front Overload Bumpstop 01-10 GM 2500HD/3500 2WD/4WD | SuperSprings SumoSpring Solo Front Overload Bumpstop 05-23 Ford F-250/350/450/550 2WD/4WD | SuperSprings SumoSpring Solo Front Overload Bumpstop 11-23 GM 2500HD/3500 2WD/4WD
heavy duty intercooler,\b(?:heavy\s+duty\s+intercooler)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercoolers,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,CSF 6076 Heavy Duty Intercooler 13-18 Ram 6.7L Cummins | CSF 7100 Heavy Duty Intercooler 10-12 Dodge 6.7L Cummins | CSF 7101 Heavy Duty Intercooler 11-15 6.6L GM Duramax LML
ifp rear shock,\b(?:ifp\s+rear\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,1,1,"FOX 2.0 Performance IFP Rear Shock 01-19 GM 2500HD / 3500 | FOX 2.0 Performance Series IFP Rear Shock 1.5-3.5"" Lift 01-19 GM 2500HD/3500 | Fox 2.0 Performance IFP Rear Shock 0-1"" Lift 16-22 GM 2.8L Canyon/Colorado"
kit dana spicer,\b(?:kit\s+dana\s+spicer)\b,Axles & Differentials,Axles & Differentials,Differential Rebuild Kits,Motor Vehicle Transmission & Drivetrain Parts,9,9,1.0,0.5934,1,1,"Yukon Bearing Install Kit Dana Spicer 60 Front Dana Spicer 60 Front | Yukon Bearing Install Kit Dana Spicer 70U Dana Spicer 70U  94-02 Dodge Ram 2500 Cummins | Yukon Master Overhaul Kit Dana Spicer 50 Twin I-Beam Front Dana Spicer 50 Front, Twin I-Beam"
large bore hd,\b(?:large\s+bore\s+hd)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"AFE Large Bore HD 3.5"" 409 Stainless Down Pipe 03-07 Ford 6.0L Powerstroke | AFE Large Bore HD 4"" Dual Side Exit Stainless Steel Exhaust System 15-16 Ford 6.7L Powerstroke | AFE Large Bore HD 4"" Stainless DPF-Back Exhaust system for 11-14 Ford 6.7L Powerstroke"
large borehd 5,\b(?:large\s+borehd\s+5)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Exhaust 13-18 Ram 6.7L Cummins | AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Exhaust 15-16 Ford 6.7L Powerstroke | AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Exhaust 2016 GM 6.6L Duramax LML"
replacement performance turbo,\b(?:replacement\s+performance\s+turbo)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 17-19 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 63mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke
stage 1 60hp,\b(?:stage\s+1\s+60hp)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,BD-Built Premium Stage 1 60HP Performance Injector 03-04 Dodge 5.9L Cummins | BD-Built Premium Stage 1 60HP Performance Injector 04.5-07 Dodge 5.9L Cummins | BD-Power Stage 1 60HP Injector 01-04 6.6L LB7 GM Duramax
ttx premium met,\b(?:ttx\s+premium\s+met)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,9,9,1.0,0.5934,1,1,Mevotech TTX Premium Met Brake Pads 08-12 Ford SuperDuty F-250 | 08-11 F-350 | Mevotech TTX Premium Met Brake Pads 09-18 Dodge Ram 2500/3500 | Mevotech TTX Premium Met Brake Pads 13-24 Ford SuperDuty F-250/F-350
and thermocouple,\b(?:and\s+thermocouple)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R34000-Style | Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R42000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style
industrial series,\b(?:industrial\s+series)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,FASS Industrial Series 100GPH Fuel Lift Pump | FASS Industrial Series 140GPH Fuel Lift Pump | FASS Industrial Series 165GPH Fuel Lift Pump
performance radiator,\b(?:performance\s+radiator)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Radiators,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Mishimoto Aluminum Performance Radiator 01-05 GM 6.6L Duramax | Mishimoto Aluminum Performance Radiator 03-07 Ford 6.0L Powerstroke | Mishimoto Aluminum Performance Radiator 03-09 Dodge 5.9L / 6.7L Cummins
pulsar lt,\b(?:pulsar\s+lt)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,9,9,1.0,0.5934,1,1,Edge 22411 Pulsar LT In-Line Module 20-23 GM 6.6L L5P Duramax | Edge Pulsar LT + Insight CTS3 15-16 GM 6.6L LML Duramax | Edge Pulsar LT 15-16 GM 6.6L LML Duramax
reman modified,\b(?:reman\s+modified)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,Industrial Injection Reman Modified 33% Over CP3 Injection Pump 03-07 Dodge 5.9L Cummins | Industrial Injection Reman Modified 33% Over CP3 Injection Pump 07.5-18 Dodge 6.7L Cummins | Industrial Injection Reman Modified 42% Over CP3 Injection Pump 01-04 GM Duramax LB7
squadron sae,\b(?:squadron\s+sae)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,9,9,1.0,0.5934,1,1,Baja Designs Squadron SAE Fog Pocket Light Kit 10-18 Ram 2500 / 3500 | Baja Designs Squadron SAE Fog Pocket Light Kit 15-19 GM Colorado / Canyon / Silverado / Sierra | Baja Designs Squadron SAE Fog Pocket Light Kit 17-22 Ford F-250 / F-350 SuperDuty 4x4
the mesh,\b(?:the\s+mesh)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,9,9,1.0,0.5934,1,1,"DDC Forged The Mesh Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Mesh Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Forged The Mesh Polished 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500"
triple gauge,\b(?:triple\s+gauge)\b,Gauges,Gauges,Gauge Mounts,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Auto Meter 15016 Triple Gauge Dash Pod 99-04 Ford SuperDuty | Auto Meter 17201 Triple Gauge Pillar Mount 94-97 Dodge Ram | Auto Meter 18023 Triple Gauge Overhead Console Mount 01-07 6.6L GM Duramax
weatherstrip kit,\b(?:weatherstrip\s+kit)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,9,9,1.0,0.5934,1,1,"Fairchild Belt Weatherstrip Kit | 4 Pieces | Inner & Outer | Drv & Pass | 87-97 Ford F-250/F-350 | Fairchild Belt Weatherstrip Kit | Inner & Outer | Crew Cab | 87-97 Ford F-250/F-350 | Fairchild Belt, Door, and Window Channel Weatherstrip Kit | Drv & Pass Side | 87-97 Ford F-250/F-350"
0 performance ifp rear shock,\b(?:0\s+performance\s+ifp\s+rear\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"FOX 2.0 Performance IFP Rear Shock 01-19 GM 2500HD / 3500 | Fox 2.0 Performance IFP Rear Shock 0-1"" Lift 16-22 GM 2.8L Canyon/Colorado | Fox 2.0 Performance IFP Rear Shock 0-3"" Lift 20-24 GM 2500HD / 3500"
3 5 sst lift kit,\b(?:3\s+5\s+sst\s+lift\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"ReadyLIFT 3.5"" SST Lift Kit 11-19 GM 2500HD | ReadyLIFT 3.5"" SST Lift Kit 17-22 Ford F-250 / F-350 SuperDuty | ReadyLIFT 69-2531 3.5"" SST Lift Kit 11-16 Ford 6.7L Powerstroke w/2pc Drive Shaft"
4 stainless steel turbo back,\b(?:4\s+stainless\s+steel\s+turbo\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"Diamond Eye 4"" Stainless Steel Turbo Back Dual Outlet Exhaust 00-03 7.3L Ford Powerstroke | Diamond Eye 4"" Stainless Steel Turbo Back Dual Outlet Exhaust 98.5-02 Dodge 5.9L Cummins K4214S | Diamond Eye 4"" Stainless Steel Turbo Back Exhaust with Stock Cat 94-97 7.3L PowerStroke K4306S"
50 horsepower injector nozzle set,\b(?:50\s+horsepower\s+injector\s+nozzle\s+set)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 03-04 Dodge 5.9L Cummins | Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 04.5-07 Dodge 5.9L Cummins | Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 08-10 6.4L Ford Powerstroke
armor lite 4 dpf back,\b(?:armor\s+lite\s+4\s+dpf\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP Armor Lite 4"" DPF Back Aluminized Exhaust Kit without Muffler 07.5-12 Dodge 6.7L Cummins | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 07.5-10 GM 6.6L Duramax LMM | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 08-10 Ford 6.4L Powerstroke"
body ifp hto front shock,\b(?:body\s+ifp\s+hto\s+front\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"Fox 2.5 Performance Smooth Body IFP HTO Front Shock 0-1"" Lift 11-19 GM 6.6L Duramax | Fox 2.5 Performance Smooth Body IFP HTO Front Shock 0-1.5"" Lift 14-24 Ram 2500/3500 | Fox 2.5 Performance Smooth Body IFP HTO Front Shock 1.5-3.5"" Lift 11-19 GM 2500HD/3500"
diameter series 5 pushrods set,\b(?:diameter\s+series\s+5\s+pushrods\s+set)\b,Engine Components,Engine Components,Tappets / Push Rods,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"Manton 1/2"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 89-98 Dodge 5.9L Cummins 12 Valve | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins"
door weatherstrip seal drv or,\b(?:door\s+weatherstrip\s+seal\s+drv\s+or)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
door weatherstrip seal kit drv,\b(?:door\s+weatherstrip\s+seal\s+kit\s+drv)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
dropin replacement performance turbo with,\b(?:dropin\s+replacement\s+performance\s+turbo\s+with)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 17-19 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 63mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke
dry s proguard 7 air,\b(?:dry\s+s\s+proguard\s+7\s+air)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H)"
dual high pressure fuel kit,\b(?:dual\s+high\s+pressure\s+fuel\s+kit)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,H&S Motorsports Dual High Pressure Fuel Kit WITH CP3 04.5-07 Ram 5.9L Cummins | H&S Motorsports Dual High Pressure Fuel Kit WITH CP3 07.5-18 Ram 6.7L Cummins | H&S Motorsports Dual High Pressure Fuel Kit WITHOUT CP3 03-07 Cummins
economy series remanufactured injector set,\b(?:economy\s+series\s+remanufactured\s+injector\s+set)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Dynomite Diesel Economy Series Remanufactured Injector Set 01-04 6.6L GM Duramax LB7 | Dynomite Diesel Economy Series Remanufactured Injector Set 03-04 Dodge 5.9L Cummins | Dynomite Diesel Economy Series Remanufactured Injector Set 04.5-05 6.6L GM Duramax LLY
electronic boost gauge and sensor,\b(?:electronic\s+boost\s+gauge\s+and\s+sensor)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R17000-Style
front door weatherstrip seal kit,\b(?:front\s+door\s+weatherstrip\s+seal\s+kit)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
full pillar gauge kit egt,\b(?:full\s+pillar\s+gauge\s+kit\s+egt)\b,Gauges,Gauges,Gauge Packages,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,"Auto Meter Dual Full Pillar Gauge Kit (EGT, Boost) 98-02 Dodge Ram 5.9L Cummins | Auto Meter Dual Full Pillar Gauge Kit (EGT, Boost) 99-07 6.0L | 7.3L Ford Powerstroke | Auto Meter Spek Pro Dual Full Pillar Gauge Kit (EGT, Boost) 08-10 6.4L Ford Powerstroke"
horsepower brand new no core,\b(?:horsepower\s+brand\s+new\s+no\s+core)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Dynomite Diesel 50 Horsepower Brand New No Core Injector Set 01-04  GM 6.6L Duramax LB7 | Dynomite Diesel 50 Horsepower Brand New No Core Injector Set 04.5-05 6.6L GM Duramax LLY | Dynomite Diesel 50 Horsepower Brand New No Core Injector Set 06-07 6.6L GM Duramax LLY / LBZ
powerflo lift pump intank pump,\b(?:powerflo\s+lift\s+pump\s+intank\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Fleece Performance PowerFlo Lift Pump In-Tank Pump 04.5-07 GM Duramax | Fleece Performance PowerFlo Lift Pump In-Tank Pump 07.5-10 GM Duramax | Fleece Performance PowerFlo Lift Pump In-Tank Pump Assembly 05-09 Dodge 5.9L / 6.7L Cummins
premium stock replacement common rail,\b(?:premium\s+stock\s+replacement\s+common\s+rail)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,BD 1725502 Premium Stock Replacement Common Rail Injector 01-04 GM Duramax LB7 | BD 1725504 Premium Stock Replacement Common Rail Injector 04.5-05 GM Duramax LLY | BD 1725520 Premium Stock Replacement Common Rail Injector 07.5-10 GM Duramax LMM
quietcast semimetallic front brake pads,\b(?:quietcast\s+semimetallic\s+front\s+brake\s+pads)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,8,8,1.0,0.5507,1,1,Bosch QuietCast Semi-Metallic Front Brake Pads 01-04 Ford F250/F350 | Bosch QuietCast Semi-Metallic Front Brake Pads 02 Dodge 2500 With Wear Sensor | Bosch QuietCast Semi-Metallic Front Brake Pads 03-08 Dodge 2500/3500
s proguard 7 air filter,\b(?:s\s+proguard\s+7\s+air\s+filter)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H)"
series 5 pushrods set of,\b(?:series\s+5\s+pushrods\s+set\s+of)\b,Engine Components,Engine Components,Tappets / Push Rods,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"Manton 1/2"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 89-98 Dodge 5.9L Cummins 12 Valve | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins"
talon slotted rear brake rotor,\b(?:talon\s+slotted\s+rear\s+brake\s+rotor)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,8,8,1.0,0.5507,1,1,Hawk Performance Talon Slotted Rear Brake Rotor & Ceramic Pad Kit 00-02 Ram 2500/3500 2WD/4WD | Hawk Performance Talon Slotted Rear Brake Rotor & Ceramic Pad Kit 99-04 Ford F-350 Superduty DRW | Hawk Performance Talon Slotted Rear Brake Rotor & HPS Pad Kit 00-02 Ram 2500/3500 2WD/4WD
48re transmission torque converter,\b(?:48re\s+transmission\s+torque\s+converter)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,8,8,1.0,0.5507,1,1,BD  ProForce 48RE Transmission & Torque Converter with Tapshifter 03-04 Dodge  5.9L Cummins 4WD | BD Billet ProForce 3D 48RE Transmission & Torque Converter with Tapshifter 03-04 Dodge 5.9L Cummins | BD ProForce 48RE Transmission & Torque Converter w/ Tapshifter 05-07 Dodge 5.9L Cummins 4WD
